URL,Version,Status,OIDs,Name,Title,Description,Used
https://www.ehealth.fgov.be/standards/fhir/terminology/CodeSystem/agreement-errors,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.16.1",MyCareNetAgreementErrors,CodeSystem agreement errors,"Errors in the agreement flows of MyCareNet. These values were delivered by the  NIC(Nationaal Intermutualistisch College)/CIN(Collège Intermutualiste National.) Not all codes are defined here, a full list can be found on mycarenet.be.",
https://www.ehealth.fgov.be/standards/fhir/terminology/CodeSystem/agreement-types,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.16.2",MyCareNetAgreementTypes,CodeSystem agreement types,"Agreement types for MyCareNet flows. Not all codes are defined here, a full list can be found on mycarenet.be",
https://www.ehealth.fgov.be/standards/fhir/terminology/CodeSystem/annex-types,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.16.3",MyCareNetAnnexTypes,CodeSystem annex types,"Annex types for MyCareNet flows. Not all codes are defined here, a full list can be found on mycarenet.be",
https://www.ehealth.fgov.be/standards/fhir/terminology/CodeSystem/be-cs-bodysite,1.0.0,retired,"2.16.840.1.113883.4.642.40.200.11.16.4",BeCSBodySite,Body Site CodeSystem,"Body Site CodeSystem",
https://www.ehealth.fgov.be/standards/fhir/terminology/CodeSystem/be-cs-care-location,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.16.5",BeCSCareLocation,BeCSCareLocation,"Care Location Code System",
https://www.ehealth.fgov.be/standards/fhir/terminology/CodeSystem/be-cs-claim-exemption-code,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.16.6",BeCSClaimExemptionCode,Claim Exemption Code,"RT50Z23 in https://www.inami.fgov.be/SiteCollectionDocuments/instructions_facturation_electronique.pdf",
https://www.ehealth.fgov.be/standards/fhir/terminology/CodeSystem/be-cs-claim-norm-code,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.16.7",BeCSClaimNormCode,Claim Norm Code,"RT50Z3 in https://www.inami.fgov.be/SiteCollectionDocuments/instructions_facturation_electronique.pdf",
https://www.ehealth.fgov.be/standards/fhir/terminology/CodeSystem/be-cs-claim-transplantation-code,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.16.8",BeCSClaimTransplantationCode,Claim Transplantation Code,"RT50Z48 in https://www.inami.fgov.be/SiteCollectionDocuments/instructions_facturation_electronique.pdf",
https://www.ehealth.fgov.be/standards/fhir/terminology/CodeSystem/be-cs-holder-code-1,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.16.9",BeCSHolderCode1,Insurability code CT1,"see http://www.securimed.eu/fr/tiers-payant/codes-dassurabilite",
https://www.ehealth.fgov.be/standards/fhir/terminology/CodeSystem/be-cs-holder-code-2,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.16.10",BeCSHolderCode2,Insurability code CT2,"see http://www.securimed.eu/fr/tiers-payant/codes-dassurabilite",
https://www.ehealth.fgov.be/standards/fhir/terminology/CodeSystem/be-cs-hospital-service-cd,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.16.11",BeCSHospitalServiceCd,Hospital Service Code,"Annex 16.15 (2.C) in https://www.inami.fgov.be/SiteCollectionDocuments/instructions_facturation_electronique.pdf",
https://www.ehealth.fgov.be/standards/fhir/terminology/CodeSystem/be-cs-id-doc-input-type,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.16.12",BeCSIdDocInputType,Id Doc Input Type,"RT52Z9 in https://www.inami.fgov.be/SiteCollectionDocuments/instructions_facturation_electronique.pdf",
https://www.ehealth.fgov.be/standards/fhir/terminology/CodeSystem/be-cs-id-doc-manual-input-justification,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.16.13",BeCSIdDocManualInputJustification,Id Doc Manual Input Justification,"RT52Z3 in https://www.inami.fgov.be/SiteCollectionDocuments/instructions_facturation_electronique.pdf",
