URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-gender-at-birth,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.19",BeVSGenderAtBirth,List of possible genders at birth in Belgium,"BeVSGenderAtBirth",,"hl7.fhir.r4.core"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-holder-code-1,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.20",BeVSHolderCode1,BeVSHolderCode1,"see http://www.securimed.eu/fr/tiers-payant/codes-dassurabilite",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-holder-code-2,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.21",BeVSHolderCode2,BeVSHolderCode2,"see http://www.securimed.eu/fr/tiers-payant/codes-dassurabilite",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-hospital-service-cd,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.22",BeVSHospitalServiceCd,Hospital Service Code Value Set,"Annex 16.15 (2.C) in https://www.inami.fgov.be/SiteCollectionDocuments/instructions_facturation_electronique.pdf",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-id-doc-input-type,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.23",BeVSIdDocInputType,Id Doc Input Type Value Set,"RT52Z9 in https://www.inami.fgov.be/SiteCollectionDocuments/instructions_facturation_electronique.pdf",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-id-doc-manual-input-justification,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.24",BeVSIdDocManualInputJustification,Id Doc Manual Input Justification Value Set,"RT52Z3 in https://www.inami.fgov.be/SiteCollectionDocuments/instructions_facturation_electronique.pdf",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-id-doc-media-type,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.25",BeVSIdDocMediaType,Id Doc Media Type Value Set,"RT52Z10 in https://www.inami.fgov.be/SiteCollectionDocuments/instructions_facturation_electronique.pdf",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-id-doc-vignette-use-justification,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.26",BeVSIdDocVignetteUseJustification,Id Doc Vignette Use Justification Value Set,"RT52Z11 in https://www.inami.fgov.be/SiteCollectionDocuments/instructions_facturation_electronique.pdf",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-laterality,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.27",BeVSLaterality,Laterality,"Laterality",,"SCT"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-patient-relationship-type,1.0.0,draft,"2.16.840.1.113883.4.642.40.200.11.48.28",BeVSPatientRelationshipType,BeVSPatientRelationshipType,"Describes the patient relationship type (the relation between the patient and the person implied)",,"SCT"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-problem-category,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.29",BeVSProblemCategory,Problem Category Value Set,"Problem Category",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-problem-code,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.30",BeVSProblemCode,Problem Code,"Problem Code. No Belgian standardized valueset is yet defined, this is expected   for a future iteration. Implementers are encouraged to use a codification system of their choosing.",,
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-problem-disease-course,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.31",BeVSProblemDiseaseCourse,Condition Disease Course,"Condition disease course.",,"SCT"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-problem-origin-type,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.32",BeVSProblemOriginType,Problem Origin Type Value Set,"Problem Origin Type",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-reaction-manifestation-code,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.33",BeVSReactionManifestationCode,Reaction Manifestation Code,"Reaction Manifestation Code (Allergy - Immunization)",,"SCT"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-requester-norm,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.34",BeVSRequesterNorm,Prescriber Standard Value Set,"RT50Z26 in https://www.inami.fgov.be/SiteCollectionDocuments/instructions_facturation_electronique.pdf",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-score,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.35",BeVSScore,Score Value Set,"Codes as defined by the NIHDI. Dutch translations are expected for a next release.",,"SCT,Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-scorecategory,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.36",BeVSScoreCategory,Score Category Value Set,"Score Category Value Set",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-severity,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.37",BeVSSeverity,Severity,"Severity. core-clinical published a placeholder at this canonical pending the normative definition, which is this one.",,"SCT"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-speech-therapy-pathology-situation-code,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.38",BeVSSpeechTherapyPathologySituationCode,Speech Therapy Pathology Situation Code,"Texte de la nomenclature (Article 36, par. 2)",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-toothnumber-bodysite,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.39",BeVSToothNumberBodySite,Tooth Number Body Site,"Tooth Number Body Site",,"SCT"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-treatment-reason,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.40",BeVSTreatmentReason,Treatment Reason Value Set,"RT20Z17 in https://www.inami.fgov.be/SiteCollectionDocuments/instructions_facturation_electronique.pdf",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-vaccination-administration-route,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.41",BeVSVaccineAdministrationRoute,BeVSVaccineAdministrationRoute,"Vaccine Administration Route",,"THO (V3),Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-vaccination-bodysite,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.42",BeVSVaccinationBodySite,BeVSVaccinationBodySite,"Vaccination Body Site Value Set",,"SCT"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-vaccination-confirmation-status,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.43",BeVSVaccinationConfirmationStatus,BeVSVaccinationConfirmationStatus,"Vaccination status Value Set",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-vaccination-product,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.44",BeVSVaccinationProduct,BeVSVaccinationProduct,"Vaccination Product Value Set",,
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-vaccination-reason-code,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.45",BeVSVaccinationReasonCode,BeVSVaccinationReasonCode,"Vaccination reason code Value Set - the reasons for an vaccination",,"SCT"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-vaccination-status-reason,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.46",BeVSVaccinationStatusReason,BeVSVaccinationStatusReason,"Vaccination status reason Value Set - the reasons for an vaccination status - typically representing the reason why a vaccination is not performed",,"THO (V3),Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-vaccine-code,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.47",BeVSVaccineCode,BeVSVaccineCode,"Vaccine Code Value Set - the types of vaccines that are administered in Belgium",,"SCT,Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/be-vs-vaccine-target-disease,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.48",BeVSVaccineTargetDisease,BeVSVaccineTargetDisease,"Vaccine Target Disease Value Set - the types of diseases that targeted by the vaccines",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/eagreementadjudicationreason,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.49",BeEAgreementAdjudicationReason,ValueSet adjudication reason,"Codes for use to describe eAgreement adjudication reasons in the MyCareNet eAgreement flows.",,"Internal"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/eagreementmessage,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.50",BeMessageEAgreement,ValueSet message,"Codes for use to describe eAgreement messages in the MyCareNet eAgreement flows.",,"Internal,hl7.fhir.r4.core"
https://www.ehealth.fgov.be/standards/fhir/terminology/ValueSet/eagreementproductorservice,1.0.0,active,"2.16.840.1.113883.4.642.40.200.11.48.51",BeProductOrServiceNihdiEAgreement,ValueSet product or service,"NIHDI codes for use to describe eAgreement products or services in the MyCareNet eAgreement flows.",,"Internal"
